Unnamed: 0,year,name,Name (reporting),id,age,ioc,height,hand,high_rank,high_pts,tourney_plyd,tourney_win_pct,avg_tourney_level,matches_played,match_wins,match_win_pct,finals,titles,final_win_pct,slam_finals,slams,atp_finals_finals,atp_finals,masters_finals,masters,500_finals,500_titles,250_finals,250_titles,olympic_g,aces_per_game,df_per_game,sv_game_win_pct,return_game_win_pct,1st_pct,1st_win_pct,2nd_win_pct,1st_return_win_pct,2nd_return_win_pct,bp_per_game,bp_faced_per_game,bp_conversion_rate,bp_saved_rate,tb_win_pct,no1_faced,no1_win_pct,top_5_faced,top_5_win_pct,top_10_faced,top_10_win_pct,top_20_faced,top_20_win_pct,top_50_faced,top_50_win_pct,top_100_faced,top_100_win_pct,matches_w_stats,matches_w_minutes,avg_opponent_rank,avg_opponent_pts,sets_w_stats,sets_w_mins,minutes_per_match,minutes_per_set,English short name lower case,Alpha-2 code,Alpha-3 code,Numeric code,ISO 3166-2,country,latitude,longitude,country_code,Continent
316,1991-2023,David Witt,D. Witt,102226,23.9,USA,190,R,128,328,22,0,715.9090909,37,15,0.405405405,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.621681416,0.378318584,0.752212389,0.176870748,0.516605166,0.75,0.45593338,0.244946492,0.492471213,0.471655329,0.610619469,0.375,0.594202899,0.545454545,0,,0,,1,0,5,0.2,12,0.25,25,0.28,37,33,94.02702703,695.2702703,94,79,91.21212121,38.10126582,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
317,1991-2023,Davide Sanguinetti,D. Sanguinetti,102106,34.4,ITA,188,R,42,874,236,0.008474576,676.9067797,414,170,0.410628019,6,2,0.333333333,0,0,0,0,0,0,1,0,5,2,0,0.447098261,0.20301697,0.732453384,0.226614238,0.562049564,0.701085428,0.476001444,0.293727382,0.490176743,0.580504967,0.63963964,0.390374332,0.581722896,0.452513966,4,0,18,0.111111111,32,0.125,70,0.142857143,158,0.227848101,289,0.359861592,389,385,95.88647343,851.5748792,1007,995,97.64155844,37.78090452,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
318,1991-2023,Davide Scala,D. Scala,102002,26.4,ITA,180,R,124,374,13,0,326.9230769,21,8,0.380952381,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.288288288,0.234234234,0.698198198,0.209821429,0.545087483,0.701234568,0.458579882,0.266089109,0.484375,0.491071429,0.698198198,0.427272727,0.567741935,0.666666667,0,,2,0,2,0,3,0.333333333,4,0.25,11,0.272727273,21,21,111.2380952,746.5714286,47,47,92.52380952,41.34042553,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
319,1991-2023,Dawid Olejniczak,D. Olejniczak,104140,24.9,POL,,R,195,202,3,0,833.3333333,8,3,0.375,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.393939394,0.363636364,0.666666667,0.060606061,0.559241706,0.694915254,0.430107527,0.238095238,0.386666667,0.242424242,0.696969697,0.25,0.52173913,0.2,0,,0,,0,,0,,1,0,2,0,3,3,344.75,333.125,7,7,81.66666667,35,Poland,PL,POL,616,ISO 3166-2:PL,Poland,51.919438,19.145136,PL,Europe
320,1991-2023,Dejan Petrovic,D. Petrovic,103162,22.2,SRB,,R,169,219,6,0,1125,8,2,0.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.483870968,0.290322581,0.623655914,0.173913043,0.512152778,0.677966102,0.434163701,0.255892256,0.439114391,0.456521739,0.655913978,0.380952381,0.426229508,0,0,,0,,0,,0,,2,0,4,0,8,8,76.875,550.125,22,22,88.75,32.27272727,Serbia,RS,SRB,688,ISO 3166-2:RS,Serbia,44.016521,21.005859,RS,Europe
321,1991-2023,Yevgeny Kafelnikov,Y. Kafelnikov,102338,27.2,RUS,190,R,152,250,5,0,600,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.58,0.117647059,0.523668639,0.661016949,0.385093168,0.2,0.487179487,0.411764706,0.9,0.285714286,0.533333333,0,0,,0,,1,0,4,0,4,0,4,0,5,5,38.6,1585,11,11,75,34.09090909,Russia,RU,RUS,643,ISO 3166-2:RU,Russia,61.52401,105.318756,RU,Asia
323,1991-2023,Denis Istomin,D. Istomin,104797,35.4,UZB,188,R,33,1167,251,0.007968127,726.0956175,497,230,0.46277666,5,2,0.4,0,0,0,0,0,0,0,0,5,2,0,0.522327707,0.144338959,0.794831224,0.184400918,0.652625775,0.710146152,0.510197603,0.272222732,0.47604832,0.484383272,0.536392405,0.380692168,0.617502458,0.52244898,6,0,24,0.083333333,38,0.052631579,89,0.146067416,221,0.312217195,368,0.372282609,455,431,98.96987952,1358.732932,1180,1121,105.4199536,40.53166815,Uzbekistan,UZ,UZB,860,ISO 3166-2:UZ,Uzbekistan,41.377491,64.585262,UZ,Asia
324,1991-2023,Denis Kudla,D. Kudla,106045,30.6,USA,180,R,53,858,129,0,810.0775194,200,71,0.355,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.442857143,0.261389961,0.752895753,0.182062093,0.582854377,0.696283994,0.507034083,0.260152795,0.484747378,0.45419701,0.581081081,0.400843882,0.574750831,0.411111111,4,0,9,0,14,0,28,0.071428571,78,0.243589744,143,0.335664336,198,184,85.46,1274.95,537,495,107.8097826,40.07474747,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
325,1991-2023,Denis Shapovalov,D. Shapovalov,133430,24.2,CAN,185,L,10,3625,140,0.007142857,808.9285714,330,181,0.548484848,6,1,0.166666667,0,0,0,0,1,0,1,0,4,1,0,0.630333952,0.418831169,0.83812616,0.19266481,0.591124787,0.760238319,0.515731254,0.282313915,0.479403688,0.510677809,0.4682282,0.377272727,0.654284299,0.484848485,9,0,27,0.111111111,42,0.261904762,75,0.346666667,177,0.446327684,273,0.505494505,324,320,62.88855422,1746.825301,878,863,116.81875,43.31633835,Canada,CA,CAN,124,ISO 3166-2:CA,Canada,56.130366,-106.346771,CA,North America
326,1991-2023,Dennis Novak,D. Novak,110602,28.8,AUT,183,R,85,785,45,0,727.7777778,79,26,0.329113924,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.369678089,0.212876428,0.738317757,0.180972079,0.641588634,0.675893306,0.495495495,0.258201058,0.498706897,0.49327818,0.59086189,0.36687631,0.55711775,0.414634146,1,0,3,0,4,0,11,0.181818182,26,0.269230769,54,0.259259259,75,71,123.2151899,1193.278481,199,188,107.2535211,40.50531915,Austria,AT,AUT,40,ISO 3166-2:AT,Austria,47.516231,14.550072,AT,Europe
327,1991-2023,Dennis Novikov,D. Novikov,106261,23.6,USA,193,R,128,453,11,0,772.7272727,16,5,0.3125,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.685990338,0.309178744,0.811594203,0.15942029,0.545929798,0.726402189,0.513157895,0.239157373,0.492273731,0.449275362,0.47826087,0.35483871,0.606060606,0.333333333,0,,0,,1,0,1,0,5,0.2,11,0.181818182,16,16,108.1875,941.0625,42,42,94.125,35.85714286,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
329,1991-2023,Derrick Rostagno,D. Rostagno,101196,30.6,USA,185,R,14,1392,84,0,788.6904762,177,91,0.514124294,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0.450139795,0.279123952,0.766542404,0.23793911,0.612172932,0.708525346,0.475359156,0.301322939,0.507287593,0.603747073,0.576887232,0.394103957,0.595315024,0.461538462,4,0.25,16,0.25,24,0.291666667,38,0.289473684,72,0.430555556,118,0.491525424,172,166,88.10169492,796.3559322,447,427,100.2168675,38.96018735,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
331,1991-2023,Di Wu,D. Wu,105842,28,CHN,175,R,169,324,20,0,837.5,54,21,0.388888889,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.200534759,0.213903743,0.63368984,0.206434316,0.596108022,0.62158561,0.466076696,0.273177636,0.499425947,0.528150134,0.818181818,0.390862944,0.552287582,0.5,0,,0,,2,0,6,0,17,0.117647059,29,0.172413793,32,29,170.2222222,780.4074074,80,73,97.65517241,38.79452055,China,CN,CHN,156,ISO 3166-2:CN,China,35.86166,104.195397,CN,Asia
332,1991-2023,Dick Norman,D. Norman,101868,38.2,BEL,203,L,90,442,66,0,685.6060606,99,30,0.303030303,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.77443609,0.461988304,0.799498747,0.126455907,0.599367089,0.737697994,0.48056872,0.237254469,0.444893832,0.381863561,0.549707602,0.331154684,0.635258359,0.381818182,2,0,6,0,10,0,19,0.105263158,40,0.175,68,0.235294118,93,92,109.0505051,870.3636364,244,241,98.2173913,37.49377593,Belgium,BE,BEL,56,ISO 3166-2:BE,Belgium,50.503887,4.469936,BE,Europe
333,1991-2023,Didac Perez,D. Perez,103837,20.6,ESP,178,R,162,230,6,0,666.6666667,7,1,0.142857143,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.152941176,0.341176471,0.588235294,0.180722892,0.627599244,0.63253012,0.436548223,0.31147541,0.418032787,0.542168675,0.729411765,0.333333333,0.435483871,0.666666667,0,,0,,0,,0,,1,0,4,0.25,7,6,97.28571429,581.8571429,18,16,103.3333333,38.75,Spain,ES,ESP,724,ISO 3166-2:ES,Spain,40.463667,-3.74922,ES,Europe
334,1991-2023,Diego Hartfield,D. Hartfield,103701,27,ARG,185,R,73,523,28,0,607.1428571,46,18,0.391304348,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.328767123,0.24853229,0.72407045,0.219230769,0.650416171,0.65630713,0.481292517,0.298839907,0.507159005,0.648076923,0.639921722,0.338278932,0.568807339,0.388888889,2,0,2,0,2,0,7,0.142857143,21,0.285714286,33,0.393939394,43,43,75.5106383,965.1914894,106,106,108.9069767,44.17924528,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
335,1991-2023,Diego Junqueira,D. Junqueira,103675,31,ARG,178,L,68,1094,33,0,606.0606061,44,11,0.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.096491228,0.177631579,0.592105263,0.219827586,0.684568321,0.578947368,0.475215517,0.293760353,0.480436761,0.534482759,0.86622807,0.411290323,0.529113924,0.444444444,0,,1,0,2,0,6,0,11,0,31,0.225806452,43,43,129.9772727,1046.159091,104,104,96.39534884,39.85576923,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
336,1991-2023,Diego Nargiso,D. Nargiso,101717,30.6,ITA,188,L,78,531,113,0,621.6814159,184,72,0.391304348,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.522706209,0.400834106,0.746061168,0.211344922,0.536801058,0.729407186,0.460613349,0.301524113,0.477214728,0.528362306,0.632066728,0.4,0.598240469,0.444444444,3,0,5,0,12,0.083333333,24,0.208333333,72,0.25,122,0.286885246,178,171,97.05405405,730.2108108,449,422,105.3508772,42.68957346,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
338,1991-2023,Diego Schwartzman,D. Schwartzman,106043,30.8,ARG,170,R,9,3765,204,0.019607843,819.8529412,456,246,0.539473684,14,4,0.285714286,0,0,0,0,1,0,3,1,10,3,0,0.162456205,0.244514107,0.721187535,0.31867129,0.632097434,0.654839434,0.499729917,0.336445604,0.547349152,0.724584778,0.649456021,0.439798489,0.570698467,0.462068966,9,0,38,0.078947368,64,0.1875,102,0.215686275,222,0.427927928,369,0.487804878,447,429,68.89277899,1739.97593,1168,1113,114.8717949,44.27672956,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
339,1991-2023,Diego Veronelli,D. Veronelli,103478,23.7,ARG,193,R,172,218,3,0,250,5,2,0.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.34,0.24,0.6,0.32,0.567039106,0.620689655,0.451612903,0.302702703,0.590909091,0.44,0.94,0.727272727,0.574468085,0,0,,0,,0,,0,,1,1,5,0.4,5,5,56,676.6,11,11,85.8,39,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
343,1991-2023,Dimitri Poliakov,D. Poliakov,101432,27.6,UKR,183,R,103,,44,0.022727273,539.7727273,79,34,0.430379747,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0.178484108,0.239608802,0.672371638,0.277912621,0.594668118,0.640744129,0.472483221,0.334893883,0.50855432,0.705097087,0.789731051,0.394148021,0.585139319,0.411764706,1,0,1,0,3,0,6,0.166666667,23,0.086956522,42,0.30952381,71,66,142.3797468,525.0632911,179,161,93.09090909,38.16149068,Ukraine,UA,UKR,804,ISO 3166-2:UA,Ukraine,48.379433,31.16558,UA,Europe
345,1991-2023,Dinu Pescariu,D. Pescariu,102375,26.4,ROU,185,R,79,629,55,0,663.6363636,93,30,0.322580645,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.214536928,0.226260258,0.636576788,0.231316726,0.664994811,0.615084525,0.459989675,0.292019877,0.499762696,0.557532622,0.799531067,0.414893617,0.545454545,0.433333333,1,0,4,0.25,6,0.166666667,12,0.25,29,0.24137931,57,0.245614035,74,72,107.8829787,746.5638298,184,179,89.97222222,36.18994413,Romania,RO,ROU,642,ISO 3166-2:RO,Romania,45.943161,24.96676,RO,Europe
347,1991-2023,Dmitri Tomashevich,D. Tomashevich,102347,23.5,UZB,,R,300,103,5,0,500,23,12,0.52173913,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.243243243,0.27027027,0.405405405,0.297297297,0.511013216,0.517241379,0.432432432,0.299212598,0.538461538,0.810810811,0.918918919,0.366666667,0.352941176,0.25,0,,2,0,2,0,2,0,5,0,6,0,4,4,344.4782609,470.826087,8,8,70.5,35.25,Uzbekistan,UZ,UZB,860,ISO 3166-2:UZ,Uzbekistan,41.377491,64.585262,UZ,Asia
348,1991-2023,Dmitry Popko,D. Popko,122078,21.2,KAZ,191,R,172,363,2,0,250,10,4,0.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.299145299,0.145299145,0.743589744,0.165217391,0.645859873,0.662721893,0.517985612,0.284810127,0.465949821,0.47826087,0.615384615,0.345454545,0.583333333,0.75,0,,1,0,1,0,1,0,4,0,6,0,8,8,131.1,1143.2,25,25,132.75,42.48,Kazakhstan,KZ,KAZ,398,ISO 3166-2:KZ,Kazakhstan,48.019573,66.923684,KZ,Asia
349,1991-2023,Dmitry Tursunov,D. Tursunov,104098,34.6,RUS,185,R,20,2290,226,0.030973451,830.7522124,451,231,0.512195122,9,7,0.777777778,0,0,0,0,0,0,0,0,9,7,0,0.574411135,0.301570307,0.792291221,0.201848161,0.573003362,0.727395152,0.504905125,0.273398316,0.493001895,0.507157094,0.557280514,0.397999285,0.62728146,0.538834951,5,0,23,0.130434783,55,0.218181818,93,0.268817204,218,0.357798165,345,0.472463768,434,434,71.08533917,1210.083151,1151,1151,106.1036866,40.00781929,Russia,RU,RUS,643,ISO 3166-2:RU,Russia,61.52401,105.318756,RU,Asia
351,1991-2023,Dominic Thiem,D. Thiem,106233,29.9,AUT,185,R,3,9125,208,0.081730769,819.7115385,539,338,0.627087199,29,17,0.586206897,4,1,2,0,3,1,6,5,14,10,0,0.450411369,0.218399402,0.826327599,0.229630737,0.605342874,0.736041609,0.531185785,0.299097359,0.498354862,0.585887278,0.466866118,0.391936719,0.628003845,0.545801527,13,0.384615385,48,0.416666667,83,0.385542169,137,0.445255474,297,0.579124579,460,0.619565217,528,490,69.91712707,1807.349908,1382,1279,113.6489796,43.54026583,Austria,AT,AUT,40,ISO 3166-2:AT,Austria,47.516231,14.550072,AT,Europe
352,1991-2023,Dominik Hrbaty,D. Hrbaty,103103,31.8,SVK,183,R,12,1830,307,0.022801303,755.7003257,677,359,0.53028065,14,7,0.5,0,0,0,0,2,0,0,0,12,7,0,0.417125623,0.338578547,0.75937582,0.259769211,0.566848512,0.712392717,0.497485784,0.297319817,0.523448536,0.623655914,0.596249672,0.416526493,0.596437211,0.501960784,7,0.571428571,39,0.435897436,83,0.385542169,153,0.333333333,306,0.385620915,536,0.468283582,626,624,79.37849779,1011.749632,1607,1601,95.55128205,37.24172392,Slovakia,SK,SVK,703,ISO 3166-2:SK,Slovakia,48.669026,19.699024,SK,Europe
355,1991-2023,Donald Johnson,D. Johnson,101515,30.8,USA,190,L,199,197,16,0,468.75,23,7,0.304347826,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.248201439,0.35971223,0.744604317,0.174825175,0.604550379,0.685483871,0.476712329,0.295473954,0.464441219,0.486013986,0.589928058,0.35971223,0.567073171,0.454545455,1,0,1,0,2,0,2,0,8,0,19,0.263157895,23,21,72.82608696,882,57,51,106.7142857,43.94117647,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
356,1991-2023,Donald Young,D. Young,105385,29,USA,183,L,38,1039,188,0,795.212766,315,125,0.396825397,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.269220537,0.32056398,0.721468476,0.208255159,0.598005008,0.672775947,0.489635454,0.284560768,0.489370703,0.54140981,0.659483905,0.384653465,0.577652279,0.5,1,0,17,0.058823529,29,0.103448276,53,0.226415094,147,0.319727891,241,0.340248963,311,292,76.61392405,1274,795,740,98.2739726,38.77837838,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
357,1991-2023,Doug Flach,D. Flach,101788,27.8,USA,183,R,109,415,45,0,650,72,27,0.375,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.257246377,0.304347826,0.678743961,0.240521327,0.572014992,0.654602184,0.470391993,0.28584788,0.509966777,0.593601896,0.707729469,0.405189621,0.546075085,0.606060606,1,0,3,0.333333333,5,0.4,9,0.333333333,23,0.260869565,42,0.30952381,70,68,115,780.4027778,176,169,90.02941176,36.22485207,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
358,1991-2023,Dudi Sela,D. Sela,104534,33.2,ISR,175,R,29,1397,170,0,782.3529412,336,142,0.422619048,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.191811554,0.244251262,0.716208637,0.239554318,0.603415891,0.665773853,0.501927525,0.30176069,0.507340946,0.595543175,0.646382501,0.402245089,0.560954447,0.487603306,2,0,7,0.142857143,18,0.166666667,55,0.163636364,135,0.244444444,238,0.369747899,294,286,98.38690476,1073.065476,769,749,101.6223776,38.80373832,Israel,IL,ISR,376,ISO 3166-2:IL,Israel,31.046051,34.851612,IL,Asia
359,1991-2023,Dusan Lajovic,D. Lajovic,105583,33,SRB,180,R,23,1895,222,0.009009009,728.6036036,412,180,0.436893204,3,2,0.666666667,0,0,0,0,1,0,0,0,2,2,0,0.293346774,0.142943548,0.767741935,0.208324955,0.664016527,0.676204393,0.516862307,0.284841641,0.488497186,0.530665594,0.576209677,0.392572944,0.596920924,0.427710843,5,0.2,17,0.176470588,34,0.264705882,73,0.246575342,192,0.291666667,309,0.355987055,401,386,84.80582524,1367.553398,1032,998,107.9248705,41.74248497,Serbia,RS,SRB,688,ISO 3166-2:RS,Serbia,44.016521,21.005859,RS,Europe
360,1991-2023,Dusan Vemic,D. Vemic,102811,32.1,SRB,190,R,154,288,15,0,500,37,18,0.486486486,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.634868421,0.328947368,0.792763158,0.164516129,0.636411333,0.69991756,0.520923521,0.261471861,0.455136541,0.503225806,0.529605263,0.326923077,0.608695652,0.529411765,0,,0,,1,0,2,0,10,0.3,17,0.294117647,25,25,189,460.9459459,65,65,102.52,39.43076923,Serbia,RS,SRB,688,ISO 3166-2:RS,Serbia,44.016521,21.005859,RS,Europe
362,1991-2023,Edan Leshem,E. Leshem,122548,25.5,ISR,183,R,254,206,2,0,375,15,5,0.333333333,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.247524752,0.217821782,0.732673267,0.196078431,0.62992126,0.675,0.527659574,0.286089239,0.471544715,0.441176471,0.544554455,0.444444444,0.509090909,0.666666667,0,,0,,0,,0,,0,,3,0,10,10,287.6666667,361.8,22,22,88.6,40.27272727,Israel,IL,ISR,376,ISO 3166-2:IL,Israel,31.046051,34.851612,IL,Asia
363,1991-2023,Edgardo Massa,E. Massa,103737,25.5,ARG,180,R,103,413,16,0,515.625,24,8,0.333333333,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.258064516,0.258064516,0.724014337,0.221428571,0.585869565,0.670686456,0.505249344,0.306523682,0.489100817,0.557142857,0.713261649,0.397435897,0.613065327,0.5,0,,1,0,1,0,3,0,8,0,14,0.214285714,24,24,134.75,703.2916667,60,60,96.29166667,38.51666667,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
364,1991-2023,Edouard Roger Vasselin,E. Roger Vasselin,104273,32.5,FRA,188,R,35,1133,125,0,746,209,84,0.401913876,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.335462059,0.191960932,0.772727273,0.195660307,0.648394947,0.692493298,0.495880026,0.27840744,0.4813229,0.530864198,0.557099925,0.368569415,0.592043156,0.430107527,0,,9,0.111111111,20,0.1,47,0.14893617,93,0.215053763,161,0.341614907,209,202,78.59330144,1260.301435,550,531,108.4752475,41.26553672,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
365,1991-2023,Eduardo Bengoechea,E. Bengoechea,100607,31.8,ARG,185,R,176,155,3,0,250,6,3,0.5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.142857143,0.666666667,0.337078652,0.700884956,0.621212121,0.443786982,0.396593674,0.5,0.617977528,0.773809524,0.545454545,0.569230769,1,0,,0,,0,,1,1,2,0.5,6,0.5,6,6,54,687.5,18,18,133.8333333,44.61111111,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
366,1991-2023,Eduardo Masso,E. Masso,100995,28.4,BEL,178,L,67,530,33,0,537.8787879,56,19,0.339285714,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.187387387,0.61981982,0.292553191,0.70825541,0.57336854,0.480769231,0.335817624,0.529749104,0.647163121,0.796396396,0.452054795,0.522624434,0.304347826,1,0,1,0,3,0,7,0.142857143,27,0.259259259,46,0.326086957,49,47,77.96491228,709.3684211,121,117,103.3404255,41.51282051,Belgium,BE,BEL,56,ISO 3166-2:BE,Belgium,50.503887,4.469936,BE,Europe
367,1991-2023,Eduardo Medica,E. Medica,102723,23.1,ARG,180,R,117,409,4,0,312.5,6,2,0.333333333,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.151515152,0.378787879,0.560606061,0.298507463,0.584051724,0.597785978,0.450777202,0.294642857,0.511520737,0.71641791,0.924242424,0.416666667,0.524590164,1,0,,0,,0,,1,0,1,0,3,0.333333333,6,6,227.5,567.3333333,15,15,96.33333333,38.53333333,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
368,1991-2023,Eduardo Nicolas,E. Nicolas,102117,26.7,ESP,173,R,155,283,4,0,312.5,7,3,0.428571429,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.196428571,0.196428571,0.696428571,0.303571429,0.546827795,0.679558011,0.473333333,0.321100917,0.538961039,0.767857143,0.553571429,0.395348837,0.451612903,,0,,0,,0,,0,,1,0,5,0.4,7,7,94.28571429,545.7142857,14,14,67.42857143,33.71428571,Spain,ES,ESP,724,ISO 3166-2:ES,Spain,40.463667,-3.74922,ES,Europe
369,1991-2023,Eduardo Rincon,E. Rincon,102756,24.8,COL,,R,583,30,1,0,250,10,3,0.3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0.142857143,0.142857143,0.489795918,0.458333333,0.24,0.259259259,0.481481481,0.571428571,1.285714286,0.25,0.333333333,0.4,0,,0,,0,,2,0,2,0,3,0,1,1,238.4,478.8,2,2,64,32,Colombia,CO,COL,170,ISO 3166-2:CO,Colombia,4.570868,-74.297333,CO,South America
370,1991-2023,Eduardo Schwank,E. Schwank,104724,26,ARG,183,R,49,1380,62,0,713.7096774,105,40,0.380952381,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.32514818,0.259102456,0.746824725,0.183431953,0.624691998,0.673448204,0.511748445,0.270519983,0.488971836,0.502113271,0.596104996,0.365319865,0.575284091,0.528301887,0,,1,0,7,0,16,0.1875,42,0.19047619,82,0.329268293,99,99,78.52380952,1101.514286,249,249,109.4747475,43.52610442,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
372,1991-2023,Egor Gerasimov,E. Gerasimov,106078,29.4,BLR,196,R,68,950,51,0,632.3529412,116,61,0.525862069,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.604021655,0.284609435,0.788089714,0.193548387,0.647086972,0.719356628,0.476949153,0.274595022,0.497606128,0.525570417,0.531322506,0.368263473,0.601164483,0.508196721,0,,4,0,9,0.111111111,18,0.166666667,45,0.244444444,79,0.443037975,101,101,113.3706897,1356.810345,261,261,110.4356436,42.73563218,Belarus,BY,BLR,112,ISO 3166-2:BY,Belarus,53.709807,27.953389,BY,Europe
373,1991-2023,Elias Ymer,E. Ymer,111200,26.9,SWE,183,R,108,510,57,0,600.877193,104,37,0.355769231,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.368288591,0.286073826,0.723154362,0.201178451,0.589993586,0.68906284,0.474968711,0.281858407,0.482108003,0.526094276,0.660234899,0.3824,0.58068615,0.435897436,0,,2,0,4,0,12,0.083333333,34,0.088235294,63,0.26984127,96,92,124.7307692,974.1153846,244,232,113.0108696,44.81465517,Sweden,SE,SWE,752,ISO 3166-2:SE,Sweden,60.128161,18.643501,SE,Europe
374,1991-2023,Elliot Benchetrit,E. Benchetrit,200611,20.6,FRA,193,R,217,249,7,0,1500,8,1,0.125,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.316831683,0.257425743,0.613861386,0.128712871,0.564102564,0.636363636,0.459558824,0.238356164,0.433628319,0.455445545,0.712871287,0.282608696,0.458333333,,0,,0,,1,0,1,0,5,0.2,8,0.125,8,8,53.25,1333.625,24,24,98.75,32.91666667,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
377,1991-2023,Jacobo Diaz,J. Diaz,102831,27,ESP,173,R,647,22,6,0,250,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.127272727,0.381818182,0.454545455,0.178571429,0.637640449,0.533039648,0.372093023,0.296296296,0.516129032,0.660714286,1,0.27027027,0.454545455,,0,,0,,0,,1,0,1,0,2,0,6,6,143,553,13,13,77.16666667,35.61538462,Spain,ES,ESP,724,ISO 3166-2:ES,Spain,40.463667,-3.74922,ES,Europe
378,1991-2023,Emil Ruusuvuori,E. Ruusuvuori,200325,24.3,FIN,188,R,38,1026,79,0,721.5189873,174,90,0.517241379,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.363906792,0.268220129,0.766980664,0.236291127,0.651430811,0.697195812,0.498875394,0.307328605,0.513393717,0.605682951,0.565195835,0.390123457,0.587719298,0.534482759,0,,6,0.166666667,16,0.1875,30,0.266666667,69,0.391304348,139,0.482014388,168,164,87.66091954,1354.252874,425,409,111.8170732,44.83618582,Finland,FI,FIN,246,ISO 3166-2:FI,Finland,61.92411,25.748151,FI,Europe
