Unnamed: 0,year,name,Name (reporting),id,age,ioc,height,hand,high_rank,high_pts,tourney_plyd,tourney_win_pct,avg_tourney_level,matches_played,match_wins,match_win_pct,finals,titles,final_win_pct,slam_finals,slams,atp_finals_finals,atp_finals,masters_finals,masters,500_finals,500_titles,250_finals,250_titles,olympic_g,aces_per_game,df_per_game,sv_game_win_pct,return_game_win_pct,1st_pct,1st_win_pct,2nd_win_pct,1st_return_win_pct,2nd_return_win_pct,bp_per_game,bp_faced_per_game,bp_conversion_rate,bp_saved_rate,tb_win_pct,no1_faced,no1_win_pct,top_5_faced,top_5_win_pct,top_10_faced,top_10_win_pct,top_20_faced,top_20_win_pct,top_50_faced,top_50_win_pct,top_100_faced,top_100_win_pct,matches_w_stats,matches_w_minutes,avg_opponent_rank,avg_opponent_pts,sets_w_stats,sets_w_mins,minutes_per_match,minutes_per_set,English short name lower case,Alpha-2 code,Alpha-3 code,Numeric code,ISO 3166-2,country,latitude,longitude,country_code,Continent
1300,1991-2023,Somdev Devvarman,S. Devvarman,104500,30.5,IND,180,R,62,771,71,0,711.2676056,143,62,0.433566434,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.326071169,0.150326797,0.726216412,0.226685796,0.603226869,0.668122271,0.495159059,0.280592362,0.499219157,0.566714491,0.661583152,0.4,0.586169045,0.518518519,2,0,6,0.166666667,11,0.090909091,20,0.1,56,0.25,87,0.32183908,119,118,132.8333333,1256.652778,292,289,106.1779661,43.35294118,India,IN,IND,356,ISO 3166-2:IN,India,20.593684,78.96288,IN,Asia
1301,1991-2023,Sonchat Ratiwatana,S. Ratiwatana,103921,25,THA,175,R,,,1,0,250,7,2,0.285714286,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0.214285714,0.785714286,0.266666667,0.666666667,0.693548387,0.451612903,0.333333333,0.5,0.466666667,0.571428571,0.571428571,0.625,0.333333333,0,,0,,0,,0,,1,0,1,0,1,1,414.5714286,156.1428571,3,3,121,40.33333333,Thailand,TH,THA,764,ISO 3166-2:TH,Thailand,15.870032,100.992541,TH,Asia
1302,1991-2023,Soon Woo Kwon,S. Woo Kwon,126952,25.2,KOR,180,R,52,1120,58,0.034482759,831.8965517,122,61,0.5,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0.385869565,0.247282609,0.777853261,0.211551377,0.602925588,0.704113924,0.510945008,0.27719059,0.510094213,0.561450638,0.547554348,0.376794258,0.594292804,0.508474576,2,0,4,0,9,0,22,0.090909091,49,0.326530612,85,0.411764706,112,111,82.89344262,1396.204918,307,303,119.1171171,43.6369637,"Korea, Republic of (South Korea)",KR,KOR,410,ISO 3166-2:KR,South Korea,35.907757,127.766922,KR,Asia
1303,1991-2023,Srdan Muskatirovic,S. Muskatirovic,108277,24.2,SRB,,R,,,1,0,1500,6,1,0.166666667,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.5,0,,0,,1,0,1,0,2,0,4,0,0,0,47.5,694.8333333,0,0,,,Serbia,RS,SRB,688,ISO 3166-2:RS,Serbia,44.016521,21.005859,RS,Europe
1304,1991-2023,Mikael Tillstrom,M. Tillstrom,102025,28.3,SWE,185,R,385,66,1,0,250,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.625,0,0.533333333,0.708333333,0.428571429,0.111111111,0.333333333,0,0.75,,0.5,,0,,0,,0,,0,,2,0,4,0,1,1,118.8,614.6,2,2,59,29.5,Sweden,SE,SWE,752,ISO 3166-2:SE,Sweden,60.128161,18.643501,SE,Europe
1306,1991-2023,Stefan Edberg,S. Edberg,101222,30.7,SWE,188,R,1,3997,139,0.115107914,841.7266187,492,353,0.717479675,27,16,0.592592593,4,2,0,0,4,1,6,4,13,9,0,0.257703595,0.298972854,0.825568599,0.302735451,0.615458965,0.730531178,0.517927109,0.330636731,0.533782418,0.699467597,0.481474688,0.432808399,0.637714286,0.6,9,0.222222222,47,0.382978723,90,0.355555556,152,0.467105263,278,0.604316547,386,0.67357513,439,403,68.71805274,1065.37931,1148,1025,101.0297767,39.72195122,Sweden,SE,SWE,752,ISO 3166-2:SE,Sweden,60.128161,18.643501,SE,Europe
1307,1991-2023,Stefan Koubek,S. Koubek,102905,33.1,AUT,175,L,20,1143,237,0.012658228,696.2025316,468,215,0.459401709,6,3,0.5,0,0,0,0,0,0,0,0,6,3,0,0.292857143,0.258687259,0.719498069,0.23951978,0.598797559,0.660722314,0.50846194,0.302231026,0.498610502,0.583152923,0.661003861,0.410732366,0.575642523,0.558282209,0,,10,0.1,42,0.19047619,91,0.263736264,200,0.33,345,0.402898551,426,426,84.14925373,890.6353945,1095,1095,94.96713615,36.94611872,Austria,AT,AUT,40,ISO 3166-2:AT,Austria,47.516231,14.550072,AT,Europe
1308,1991-2023,Stefan Kozlov,S. Kozlov,111578,24,USA,183,R,104,543,26,0,576.9230769,35,9,0.257142857,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.245945946,0.405405405,0.616216216,0.209115282,0.631040131,0.631408177,0.439511654,0.271198318,0.49789916,0.568364611,0.87027027,0.367924528,0.559006211,0.428571429,1,0,2,0,4,0,6,0,15,0.2,27,0.259259259,35,35,69.82857143,1437.742857,83,83,99.97142857,42.15662651,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
1309,1991-2023,Stefano Galvani,S. Galvani,102999,31,ITA,178,R,101,439,34,0,860.2941176,55,18,0.327272727,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.207792208,0.346320346,0.702741703,0.23628692,0.58846831,0.658189978,0.493048128,0.302542069,0.5,0.597749648,0.639249639,0.395294118,0.534988713,0.333333333,0,,2,0.5,2,0.5,9,0.111111111,24,0.125,41,0.317073171,52,52,105.4909091,791.7818182,143,143,116.8846154,42.5034965,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
1310,1991-2023,Stefano Pescosolido,S. Pescosolido,101924,33,ITA,185,R,42,781,141,0.014184397,680.8510638,245,103,0.420408163,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0.356920953,0.358301691,0.723852261,0.234451433,0.52100884,0.709651662,0.474649875,0.294887892,0.493714897,0.591893781,0.627890922,0.396103896,0.560197911,0.480769231,1,0,10,0,24,0.166666667,46,0.239130435,118,0.322033898,185,0.367567568,237,228,85.14693878,796.9836735,602,572,101.5877193,40.49300699,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
1311,1991-2023,Stefano Travaglia,S. Travaglia,105882,30.1,ITA,185,R,60,1039,55,0,786.3636364,84,29,0.345238095,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.564102564,0.265567766,0.755494505,0.201471941,0.554134816,0.721845999,0.480985037,0.288857678,0.461419155,0.499540018,0.561355311,0.403314917,0.564437194,0.333333333,0,,1,0,5,0.2,14,0.071428571,34,0.323529412,65,0.323076923,84,84,114.6666667,1270.238095,222,222,114.6666667,43.38738739,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
1314,1991-2023,Stephane Huet,S. Huet,101902,30.1,FRA,180,L,98,413,39,0,865.3846154,53,14,0.264150943,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.427604871,0.230040595,0.705006766,0.221333333,0.512076314,0.694411415,0.480033278,0.284927736,0.505544355,0.545333333,0.740189445,0.405867971,0.601462523,0.285714286,0,,1,0,3,0.333333333,9,0.111111111,18,0.222222222,40,0.25,53,53,91.24528302,842.8301887,156,156,111.754717,37.96794872,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
1315,1991-2023,Stephane Robert,S. Robert,103565,38.1,FRA,185,R,50,926,75,0,926.6666667,113,38,0.336283186,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.316054716,0.349892009,0.692584593,0.215198864,0.531084656,0.690950602,0.464974142,0.284537969,0.510249307,0.539772727,0.696184305,0.398684211,0.558428128,0.477272727,1,0,2,0,10,0.1,19,0.157894737,50,0.14,86,0.244186047,113,111,74.7079646,1256.867257,299,295,98.66666667,37.12542373,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
1316,1991-2023,Stephane Sansoni,S. Sansoni,101383,25,FRA,180,R,202,155,4,0,750,5,1,0.2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0.25,0.696428571,0.140350877,0.565597668,0.726804124,0.429530201,0.24,0.424836601,0.280701754,0.589285714,0.5,0.484848485,,0,,1,0,1,0,1,0,1,0,3,0,5,5,197,797.4,13,13,90,34.61538462,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
1317,1991-2023,Stephane Simian,S. Simian,101362,30,FRA,193,L,43,718,80,0,593.75,125,45,0.36,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.395274585,0.340357599,0.768199234,0.161022364,0.625048581,0.7107104,0.468774294,0.259639252,0.469971889,0.47028754,0.577905492,0.342391304,0.598895028,0.435483871,4,0,7,0,11,0,16,0.0625,41,0.219512195,78,0.269230769,124,115,94.664,739.856,324,287,93.54782609,37.48432056,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
1318,1991-2023,Steve Bryan,S. Bryan,101789,26,USA,178,R,80,532,61,0,729.5081967,94,33,0.35106383,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.153061224,0.266326531,0.680612245,0.253036437,0.621739809,0.643556895,0.462840628,0.274705581,0.546178921,0.665991903,0.691836735,0.37993921,0.538348083,0.384615385,1,0,4,0,11,0.090909091,20,0.1,39,0.282051282,66,0.333333333,90,83,93.4893617,882.6702128,220,197,87.44578313,36.84263959,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
1319,1991-2023,Steve Campbell,S. Campbell,101816,27.9,USA,183,R,78,593,54,0,638.8888889,86,32,0.372093023,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.263424519,0.259371834,0.66970618,0.224899598,0.587197811,0.652252719,0.464088398,0.27027027,0.4996139,0.525100402,0.725430598,0.428298279,0.544692737,0.55,0,,2,0,7,0.142857143,12,0.166666667,26,0.230769231,56,0.285714286,86,83,109.4767442,829.9302326,218,208,89.51807229,35.72115385,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
1320,1991-2023,Steve Darcis,S. Darcis,104327,35.8,BEL,178,R,38,1362,127,0.015748031,789.3700787,253,118,0.466403162,3,2,0.666666667,0,0,0,0,0,0,1,1,2,1,0,0.334536268,0.165644172,0.758931794,0.203243243,0.608734502,0.69146789,0.506280331,0.276506305,0.493559719,0.504864865,0.587874414,0.402569593,0.589932474,0.558558559,2,0,8,0.125,21,0.142857143,43,0.11627907,109,0.311926606,192,0.427083333,227,217,90.6875,1219.824219,588,564,103.8894009,39.97163121,Belgium,BE,BEL,56,ISO 3166-2:BE,Belgium,50.503887,4.469936,BE,Europe
1321,1991-2023,Steve Johnson,S. Johnson,105449,33.5,USA,188,R,21,1680,204,0.019607843,784.3137255,400,198,0.495,6,4,0.666666667,0,0,0,0,0,0,1,0,5,4,0,0.65877982,0.241298397,0.83770043,0.158943009,0.589889706,0.750389529,0.522710294,0.253818256,0.457903851,0.439163873,0.45854517,0.361921868,0.646055437,0.473469388,0,,12,0,33,0.121212121,76,0.25,184,0.342391304,303,0.448844884,398,364,81.95533499,1305.099256,1033,941,106.0631868,41.02763018,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
1322,1991-2023,Steven Diez,S. Diez,105731,28.1,CAN,180,R,176,322,8,0,625,14,2,0.142857143,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.161764706,0.272058824,0.632352941,0.1875,0.630552546,0.608247423,0.460410557,0.248608534,0.518624642,0.493055556,0.823529412,0.38028169,0.553571429,0,0,,0,,0,,0,,1,0,9,0.222222222,13,13,103.8571429,622.4285714,31,31,98.92307692,41.48387097,Canada,CA,CAN,124,ISO 3166-2:CA,Canada,56.130366,-106.346771,CA,North America
1323,1991-2023,Steven Downs,S. Downs,102654,20,NZL,183,R,294,113,5,0,250,12,4,0.333333333,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.370967742,0.322580645,0.677419355,0.158730159,0.610328638,0.607692308,0.481927711,0.281954887,0.458015267,0.380952381,0.693548387,0.416666667,0.534883721,,0,,0,,0,,1,0,3,0.333333333,8,0.25,6,6,239.75,610.75,14,14,80.5,34.5,New Zealand,NZ,NZL,554,ISO 3166-2:NZ,New Zealand,-40.900557,174.885971,NZ,Oceania
1324,1991-2023,Suk Young Jeong,S. Young Jeong,106158,19.7,KOR,,R,314,142,1,0,250,9,4,0.444444444,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.125,0.644444444,0.482758621,0.3125,0.222222222,0.473684211,0.25,1.571428571,0.5,0.545454545,0.5,0,,0,,0,,0,,1,0,2,0,1,1,400.5555556,291,2,2,61,30.5,"Korea, Republic of (South Korea)",KR,KOR,410,ISO 3166-2:KR,South Korea,35.907757,127.766922,KR,Asia
1326,1991-2023,Sultan Khalfan,S. Khalfan,102956,21.3,QAT,,R,957,5,9,0,250,18,2,0.111111111,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.06779661,0.491525424,0.372881356,0.142857143,0.545454545,0.530701754,0.363157895,0.252964427,0.441717791,0.442857143,1.305084746,0.322580645,0.519480519,0,0,,0,,0,,1,0,2,0,8,0,9,9,168.6111111,316.4444444,18,18,62.77777778,31.38888889,Qatar,QA,QAT,634,ISO 3166-2:QA,Qatar,25.354826,51.183884,QA,Asia
1327,1991-2023,Sumit Nagal,S. Nagal,111576,25.4,IND,178,R,124,548,15,0,733.3333333,25,6,0.24,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.107623318,0.278026906,0.614349776,0.202586207,0.698293515,0.597262952,0.452488688,0.286928799,0.495344507,0.620689655,0.834080717,0.326388889,0.537634409,0.25,0,,3,0,4,0,4,0,8,0.125,15,0.133333333,20,20,144.96,1691.64,52,52,105.05,40.40384615,India,IN,IND,356,ISO 3166-2:IN,India,20.593684,78.96288,IN,Asia
1329,1991-2023,Takahiro Terachi,T. Terachi,103403,26.2,JPN,,R,278,125,7,0,464.2857143,12,4,0.333333333,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0.285714286,0.625,0.254545455,0.513797635,0.62915601,0.472972973,0.263959391,0.542955326,0.536363636,0.928571429,0.474576271,0.596153846,0.333333333,0,,0,,0,,0,,1,0,5,0.2,11,11,219.25,349.0833333,25,25,88.54545455,38.96,Japan,JP,JPN,392,ISO 3166-2:JP,Japan,36.204824,138.252924,JP,Asia
1331,1991-2023,Takao Suzuki,T. Suzuki,102863,32.6,JPN,175,R,106,449,34,0,713.2352941,96,50,0.520833333,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.68575419,0.208100559,0.797486034,0.14325452,0.635682159,0.71361186,0.523221634,0.251184834,0.448256146,0.399165508,0.530726257,0.358885017,0.618421053,0.603773585,2,0,7,0,8,0,9,0,20,0.3,43,0.372093023,57,57,173.2916667,718.6770833,148,148,100.9649123,38.88513514,Japan,JP,JPN,392,ISO 3166-2:JP,Japan,36.204824,138.252924,JP,Asia
1332,1991-2023,Franco Squillari,F. Squillari,102644,28.6,ARG,183,L,,,2,0,250,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,0.55,0.25,0.64516129,0.5,0.509090909,0.316455696,0.527027027,0.55,1,0.454545455,0.55,0.333333333,0,,0,,0,,0,,0,,1,0,2,2,292.6,222.4,4,4,97,48.5,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
1334,1991-2023,Tamer El Sawy,T. El Sawy,102018,24.8,EGY,188,R,,,11,0,863.6363636,34,17,0.5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.25,0.141025641,0.717948718,0.185897436,0.589132507,0.681229773,0.468677494,0.306666667,0.464831804,0.5,0.621794872,0.371794872,0.546391753,0.333333333,0,,0,,0,,2,0.5,9,0.222222222,14,0.142857143,12,12,102.7058824,419.2058824,33,33,107.1666667,38.96969697,Egypt,EG,EGY,818,ISO 3166-2:EG,Egypt,26.820553,30.802498,EG,Africa
1335,1991-2023,Tanakorn Srichaphan,T. Srichaphan,101485,27.8,THA,,R,,,1,0,250,20,10,0.5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.285714286,0,0.674418605,0.413793103,0.357142857,0.185185185,0.538461538,0,1.285714286,,0.444444444,0,0,,0,,0,,0,,0,,1,0,1,1,251.5,55.75,2,2,46,23,Thailand,TH,THA,764,ISO 3166-2:TH,Thailand,15.870032,100.992541,TH,Asia
1336,1991-2023,Tapio Nurminen,T. Nurminen,102668,25.4,FIN,,R,267,146,1,0,250,7,1,0.142857143,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.214285714,0.571428571,0.230769231,0.627906977,0.611111111,0.40625,0.256410256,0.461538462,0.692307692,0.857142857,0.333333333,0.5,0.333333333,0,,0,,0,,0,,1,0,3,0,1,1,262.8571429,330.2857143,3,3,94,31.33333333,Finland,FI,FIN,246,ISO 3166-2:FI,Finland,61.92411,25.748151,FI,Europe
1337,1991-2023,Tarik Benhabiles,T. Benhabiles,101109,26.5,FRA,175,R,107,,12,0,562.5,17,5,0.294117647,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.383333333,0.261111111,0.655555556,0.184357542,0.52514427,0.67032967,0.447916667,0.267045455,0.496732026,0.592178771,0.738888889,0.311320755,0.533834586,0,0,,1,0,1,0,2,0,2,0,10,0.2,16,16,115.7058824,496.1764706,40,40,101.4375,40.575,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
1338,1991-2023,Taro Daniel,T. Daniel,106121,30.4,JPN,191,R,64,834,114,0.00877193,745.6140351,196,76,0.387755102,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0.30902925,0.217041119,0.720644341,0.207858048,0.625310661,0.667189625,0.492057951,0.276991728,0.496159218,0.52260245,0.647308181,0.397736459,0.56843484,0.544303797,2,0,5,0.2,10,0.1,25,0.16,66,0.196969697,146,0.280821918,191,185,88.10204082,1126.535714,503,484,116.9081081,44.68595041,Japan,JP,JPN,392,ISO 3166-2:JP,Japan,36.204824,138.252924,JP,Asia
1340,1991-2023,Tatsuma Ito,T. Ito,105147,31.6,JPN,180,R,63,701,58,0,780.1724138,102,36,0.352941176,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.337417531,0.269557022,0.718190386,0.174676525,0.583382095,0.675777332,0.494382022,0.261777562,0.484085862,0.478743068,0.610744581,0.364864865,0.538580247,0.512820513,0,,4,0.25,6,0.166666667,9,0.222222222,35,0.171428571,65,0.230769231,88,75,138.754902,1028.617647,228,196,104.1333333,39.84693878,Japan,JP,JPN,392,ISO 3166-2:JP,Japan,36.204824,138.252924,JP,Asia
1341,1991-2023,Taylor Dent,T. Dent,103758,29.5,USA,188,R,21,1345,143,0.027972028,760.4895105,291,151,0.518900344,7,4,0.571428571,0,0,0,0,0,0,2,1,5,3,0,0.617280371,0.476369962,0.795882865,0.216906369,0.570921017,0.7518749,0.48970276,0.29189514,0.485316665,0.534487819,0.515221803,0.405820977,0.603826674,0.529411765,7,0.142857143,26,0.192307692,36,0.194444444,58,0.379310345,128,0.421875,210,0.485714286,283,282,82.41638225,1152.484642,716,713,91.57801418,36.22019635,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
1342,1991-2023,Taylor Fritz,T. Fritz,126203,25.7,USA,193,R,5,3795,162,0.037037037,796.2962963,379,218,0.575197889,11,6,0.545454545,0,0,0,0,1,1,2,1,8,4,0,0.723952961,0.190427068,0.83082319,0.199707235,0.59511235,0.75768934,0.515676902,0.270217586,0.503939031,0.534922627,0.45368269,0.373338546,0.627103229,0.549763033,7,0,22,0.227272727,49,0.367346939,82,0.414634146,188,0.494680851,306,0.539215686,372,363,73.38845144,1605.062992,985,954,108.4820937,41.27777778,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
1343,1991-2023,Tennys Sandgren,T. Sandgren,105815,30.2,USA,188,R,41,1091,76,0.013157895,802.6315789,122,47,0.385245902,2,1,0.5,0,0,0,0,0,0,0,0,2,1,0,0.654911839,0.208438287,0.790302267,0.16340694,0.60865733,0.73081255,0.484734735,0.257815018,0.46817083,0.446687697,0.542191436,0.365819209,0.613240418,0.416666667,2,0,4,0.25,14,0.285714286,25,0.32,47,0.29787234,95,0.347368421,121,121,80.67213115,1445.844262,327,327,114.785124,42.47400612,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
1344,1991-2023,Teymuraz Gabashvili,T. Gabashvili,104559,31.1,RUS,188,R,44,1226,196,0,690.0510204,316,116,0.367088608,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.373318989,0.326250672,0.741796665,0.199577055,0.572365455,0.70073045,0.484232723,0.277161413,0.490187668,0.523658472,0.643894567,0.381120646,0.598997494,0.478632479,5,0,11,0.181818182,27,0.148148148,48,0.229166667,139,0.287769784,249,0.329317269,306,289,93.04746835,1239.170886,791,745,107.2214533,41.59328859,Russia,RU,RUS,643,ISO 3166-2:RU,Russia,61.52401,105.318756,RU,Asia
1346,1991-2023,Thanasi Kokkinakis,T. Kokkinakis,106423,27.3,AUS,196,R,69,728,71,0.014084507,904.9295775,134,59,0.440298507,2,1,0.5,0,0,0,0,0,0,0,0,2,1,0,0.780502043,0.248102744,0.827203736,0.153445281,0.613446134,0.756161972,0.491501746,0.252461425,0.467648479,0.421540243,0.496789259,0.364010989,0.652173913,0.494623656,3,0.333333333,7,0.142857143,14,0.214285714,26,0.230769231,68,0.323529412,108,0.37962963,126,112,73.51111111,1683.725926,346,302,127.8482143,47.41390728,Australia,AU,AUS,36,ISO 3166-2:AU,Australia,-25.274398,133.775136,AU,Oceania
1347,1991-2023,Thiago Agustin Tirante,T. Agustin Tirante,202058,22.3,ARG,185,R,136,452,3,0,833.3333333,5,2,0.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.246153846,0.076923077,0.753846154,0.215384615,0.66992665,0.631386861,0.57037037,0.277777778,0.5,0.584615385,0.630769231,0.368421053,0.609756098,0.5,0,,0,,0,,1,0,2,0.5,4,0.25,5,3,120.4,997.6,14,7,97,41.57142857,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
1348,1991-2023,Thiago Alves,T. Alves,103999,27.6,BRA,178,R,105,736,22,0,761.3636364,34,7,0.205882353,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.231428571,0.22,0.68,0.183333333,0.639715682,0.636805556,0.480887793,0.240466926,0.486976217,0.475,0.674285714,0.385964912,0.525423729,0.090909091,0,,1,0,2,0,8,0,15,0.066666667,21,0.047619048,28,28,119.6176471,1146.029412,76,76,100,36.84210526,Brazil,BR,BRA,76,ISO 3166-2:BR,Brazil,-14.235004,-51.92528,BR,South America
1349,1991-2023,Thiago Monteiro,T. Monteiro,106329,29.1,BRA,183,L,61,954,105,0,688.0952381,195,78,0.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.426819297,0.172117743,0.797628782,0.169581131,0.649964394,0.713545817,0.515812835,0.252237852,0.47346586,0.433102887,0.529844644,0.391549296,0.618055556,0.475247525,0,,2,0,7,0.142857143,22,0.090909091,74,0.256756757,138,0.347826087,189,188,110.7435897,1050.205128,499,494,119.4308511,45.451417,Brazil,BR,BRA,76,ISO 3166-2:BR,Brazil,-14.235004,-51.92528,BR,South America
1350,1991-2023,Thiago Seyboth Wild,T. Seyboth Wild,205734,23.3,BRA,185,R,113,695,17,0.058823529,544.1176471,30,12,0.4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0.395348837,0.263565891,0.77002584,0.192207792,0.587534736,0.685135135,0.523580366,0.303712721,0.481040087,0.576623377,0.583979328,0.333333333,0.60619469,0.333333333,0,,2,0.5,2,0.5,4,0.5,10,0.3,15,0.333333333,30,27,114.5666667,1211.733333,81,67,117.8148148,47.47761194,Brazil,BR,BRA,76,ISO 3166-2:BR,Brazil,-14.235004,-51.92528,BR,South America
1352,1991-2023,Thierry Ascione,T. Ascione,103693,28.6,FRA,188,R,82,483,53,0,787.7358491,76,22,0.289473684,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.31372549,0.237600923,0.724336794,0.181606519,0.647859922,0.663117663,0.490205927,0.261006289,0.467105263,0.471478463,0.637831603,0.385185185,0.567811935,0.393939394,1,0,3,0,6,0.166666667,12,0.083333333,32,0.21875,52,0.230769231,75,75,92,900.8421053,183,183,90.37333333,37.03825137,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
1353,1991-2023,Thierry Champion,T. Champion,101285,30.9,FRA,183,R,44,,97,0,685.5670103,159,60,0.377358491,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.13575628,0.097808658,0.678246927,0.263800425,0.720254314,0.612633268,0.498229044,0.316319586,0.510728745,0.625796178,0.684660609,0.421543681,0.530054645,0.510204082,2,0,4,0,13,0.076923077,29,0.103448276,61,0.262295082,115,0.32173913,151,146,92.10691824,708.2704403,406,391,107.3219178,40.0741688,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
1354,1991-2023,Thierry Guardiola,T. Guardiola,101945,28.5,FRA,188,R,107,369,45,0,666.6666667,58,13,0.224137931,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.267705382,0.145892351,0.684135977,0.193863319,0.552797644,0.662480974,0.479303857,0.276779295,0.489829577,0.562064156,0.732294618,0.344913151,0.568665377,0.304347826,0,,2,0,4,0,13,0.230769231,25,0.16,32,0.15625,58,55,97,834.2413793,151,140,109.1454545,42.87857143,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
1355,1991-2023,Thomas Blake,T. Blake,102902,25.7,USA,,R,287,101,5,0,300,7,2,0.285714286,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.486111111,0.236111111,0.708333333,0.189189189,0.670281996,0.669902913,0.460526316,0.285223368,0.486631016,0.445945946,0.763888889,0.424242424,0.618181818,0,0,,0,,0,,0,,0,,3,0.333333333,6,6,100.7142857,451,15,15,88.66666667,35.46666667,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
1356,1991-2023,Thomas Buchmayer,T. Buchmayer,101861,22.6,AUT,185,L,198,154,8,0,250,17,8,0.470588235,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.356687898,0.337579618,0.802547771,0.192546584,0.556818182,0.729591837,0.514957265,0.271544715,0.463104326,0.453416149,0.617834395,0.424657534,0.680412371,0.555555556,0,,0,,0,,1,0,6,0.166666667,8,0.25,12,12,211.9411765,504.8235294,32,32,110.8333333,41.5625,Austria,AT,AUT,40,ISO 3166-2:AT,Austria,47.516231,14.550072,AT,Europe
1357,1991-2023,Thomas Enqvist,T. Enqvist,102358,31.6,SWE,190,R,4,2693,306,0.062091503,767.1568627,743,448,0.602960969,27,19,0.703703704,1,0,0,0,4,3,3,2,19,14,0,0.628276502,0.378102528,0.797262816,0.263512714,0.548298118,0.756387071,0.494551986,0.286948952,0.533818674,0.640331165,0.501159824,0.411525674,0.595464013,0.488745981,9,0.222222222,54,0.333333333,104,0.394230769,176,0.4375,387,0.542635659,604,0.57781457,700,682,66.84090909,1086.554813,1787,1721,94.79618768,37.56595003,Sweden,SE,SWE,752,ISO 3166-2:SE,Sweden,60.128161,18.643501,SE,Europe
